Post URI,Content,Author,Timestamp,Likes,Replies,Reposts,keyword,sentiment_score,sentiment,month
at://did:plc:4uzmyaadbx62wuob5dtazanw/app.bsky.feed.post/3lw3gmssku22g,Oh I thought this was an ad for coffee smoothies. 🤣🤣🤣,jeannettesarpola.bsky.social,2025-08-10 23:27:13.407000+00:00,1,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:unygeptinzzacsfhm4fvrev3/app.bsky.feed.post/3lw3f4e7dgc2a,I've started making smoothies at home and I feel unstoppable,doriandawes.bsky.social,2025-08-10 23:00:06.808000+00:00,8,0,0,smoothie,-0.2023,Negative,2025-08
at://did:plc:eot7k5qfi5hsxrbf7svnaruz/app.bsky.feed.post/3lw34smeir22m,"you saying that people want change instead of smoothies?
How about both? 😅",misappropriated.bsky.social,2025-08-10 20:31:33.003000+00:00,1,1,0,smoothie,0.168,Positive,2025-08
at://did:plc:i2tfg7supdmms3vlgfbu54cv/app.bsky.feed.post/3lw33f7nlpc2i,"If irony were made of strawberries, we'd all be drinking a lot of smoothies right now",randomfrench5.bsky.social,2025-08-10 20:06:07.110000+00:00,1,0,0,smoothie,-0.0516,Negative,2025-08
at://did:plc:4b66oxm3n65f7kpuoyxly5uu/app.bsky.feed.post/3lw2wfwshun2n,"Amazon: https://amzlink.to/az0B074tWloK6 (ad)
1300W Personal Blender for Smoothies, Shakes and Nutrient Extractions with 2pcs BPA-Free 27oz Portable To-Go Bottles
29% off",frugalfreebies.bsky.social,2025-08-10 18:37:03.805000+00:00,0,0,0,smoothie,0.1779,Positive,2025-08
at://did:plc:erotz5ithv2hby2nmydiakee/app.bsky.feed.post/3lw2tuqtfks2m,Absoluut. Goede reminder dat ik morgen even bij de Lidl hiero de smoothies op de foto moet zetten want die waren ook kaartwaardig.,martindogger.bsky.social,2025-08-10 17:51:38.602000+00:00,0,1,0,smoothie,-0.5574,Negative,2025-08
at://did:plc:vncbdr774yz5s2bnkgrclswj/app.bsky.feed.post/3lw2se6gwas2t,"+1 on Chris's recommendation. I personally like the texture of defrosted plums, but it doesn't matter in smoothies and baking. Do quarters rather than halves if you bake tartes aux prunes.",choyudeok.bsky.social,2025-08-10 17:24:28.605000+00:00,2,2,0,smoothie,0.1628,Positive,2025-08
at://did:plc:zpglwg6c4ewsdv5ecu35gqrr/app.bsky.feed.post/3lw2q7kdmok2e,"Today on ""I have too much to do and not enough time""

Meal prep: gotta pack several lunches, make all my breakfast smoothies, and some kopy kat milk & cereal bars. 

At some point I will also ...put away laundry, cook dinner, and do stuff for myself. Maybe.",stitch09.bsky.social,2025-08-10 16:46:04.704000+00:00,1,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:5wxfriizc72dyqsvcq7yfxkz/app.bsky.feed.post/3lw2npnsi422s,"Sundays were made for brunch.

French toast, air fryer bacon, blueberry smoothies and fresh strawberry top syrup with extra for breakfast tomorrow.  

The air fryer is perfect for bacon.  Perforated rack, drip pan and it doesn't curl up.  350 for 12 minutes, check frequently.",unicorncancer159.bsky.social,2025-08-10 16:01:25.302000+00:00,2,1,0,smoothie,0.7783,Positive,2025-08
at://did:plc:nf3ef7linmkvidhnxlmfgkm7/app.bsky.feed.post/3lw2njjvpjc2d,"Comme un concombre, plus doux peut être. C'est pas très goutu. On en met dans les salades, dans les smoothies et j'en fais de l'eau",ankou.bsky.social,2025-08-10 15:58:00.704000+00:00,2,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:4lw74qtt2didhlzkcgqksn5m/app.bsky.feed.post/3lw2my4pwrs23,Haircuts (and smoothies) accomplished,dadjoke8467.bsky.social,2025-08-10 15:48:21.104000+00:00,3,0,0,smoothie,0.4404,Positive,2025-08
at://did:plc:k3djewvyicfwxnaouudtkclv/app.bsky.feed.post/3lw2jlibxos2c,"Thanks. I’m drinking lots of water and getting some smoothies , so hopefully they’ll help me recover.",dreamofvirgo.bsky.social,2025-08-10 14:47:30.404000+00:00,1,1,0,smoothie,0.8539,Positive,2025-08
at://did:plc:o5ul7f77lcpdzmnfavd5piok/app.bsky.feed.post/3lw2ieez52c2z,"I like simple smoothies - frozen fruit of choice, protein powder, maybe chia seeds for extra fiber, sometimes hemp hearts. I usually just mix with water but Greek yogurt or milk is nice too. Can also sneak in greens if that's an issue to you",wellactuary.bsky.social,2025-08-10 14:25:36.307000+00:00,2,0,0,smoothie,0.6652,Positive,2025-08
at://did:plc:idib4pjj4oylwswpavkxs7f6/app.bsky.feed.post/3lw2hzaef222y,What else would anyone expect from someone who makes Smoothies made of LIVE CHICKS & MICE with his personal Cuisinart ?,whitecrow43.bsky.social,2025-08-10 14:19:24.103000+00:00,1,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:ywz7fhqplsdxwh3vl5o7wr3s/app.bsky.feed.post/3lw2h3gntc223,"Watermelon Smoothies for Weight Loss

Ready to sip your way to summer weight loss?

These 10 watermelon smoothie recipes are low-cal, hydrating & crazy delicious. 🍉 

No sugar. No stress. Just sweet, slimming sips. ✨

www.healthawei.com/2025/08/wate...

#WeightLoss #SmoothieRecipe #HealthyLiving",healthawei.bsky.social,2025-08-10 14:02:48.508000+00:00,0,0,0,smoothie,-0.4588,Negative,2025-08
at://did:plc:34pqridww6pamiqsdvemlgvm/app.bsky.feed.post/3lw2ect4vb22x,"Please let me know, I've been experimenting with my smoothies.",quecified.bsky.social,2025-08-10 13:13:10.604000+00:00,1,1,0,smoothie,0.3182,Positive,2025-08
at://did:plc:fampsjzx24uks4ciwl4jvnkf/app.bsky.feed.post/3lw2dldoqp22v,Blueberries and avocado smoothies 👀😅,do60een.bsky.social,2025-08-10 13:00:02.606000+00:00,0,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:egj4trtvjbkmmsvwh3ykhzb4/app.bsky.feed.post/3lw2cpfli5k2v,"Boba tea and thick smoothies probably tied for most straw intensive drink, this guy doesnt have a fuckin clue",eckzhall.bsky.social,2025-08-10 12:44:25.202000+00:00,2,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:3ev7ylovlumvq3lroxpjstwy/app.bsky.feed.post/3lw2byub3gk2q,"J’y touche pas! Mais qu’il laisse le Kale tranquille, il en va des smoothies …🤭",levetot.bsky.social,2025-08-10 12:31:49.104000+00:00,3,1,0,smoothie,0.0,Neutral,2025-08
at://did:plc:ufskztrjiuz2k7wmooszs3eb/app.bsky.feed.post/3lw2afgzuu52g,turns out the blender has been secretly practicing for an open mic night. said it plans to drop some “soulful smoothies” about existential uncertainty. i’m not sure if i should cheer or call a mixed drink therapist.,jessesegal.bsky.social,2025-08-10 12:03:03.303000+00:00,0,0,0,smoothie,-0.2874,Negative,2025-08
at://did:plc:iymsjz6d53a73oqmrx5xy2uy/app.bsky.feed.post/3lw27ame4ps24,Johnny Damon has magamush for brains and looks like a hearty Inuit grandmother who chugs HGH smoothies,moreyellow.bsky.social,2025-08-10 11:42:30.004000+00:00,0,0,0,smoothie,0.3612,Positive,2025-08
at://did:plc:2dprluwjf76mcfa67myun6ad/app.bsky.feed.post/3lw27327ayc27,"@akbrews.bsky.social
If you try one, do let us know if you survive ....
(No word on Heinz pickle Smoothies at this time)",darthmother.bsky.social,2025-08-10 11:39:23.708000+00:00,2,3,0,smoothie,0.0,Neutral,2025-08
at://did:plc:synrhncnujk5f7a6dnp2ismb/app.bsky.feed.post/3lw233supxs2m,They're really yummy in smoothies or covered in yogurt and then frozen!,rowan143.bsky.social,2025-08-10 10:28:13.506000+00:00,1,1,0,smoothie,0.6105,Positive,2025-08
at://did:plc:guqbibgx4jbidsxeducl6vkt/app.bsky.feed.post/3lvzvuv2dnk2g,"Jag använder det bara i smoothies, och det gör jag väldigt sällan, men såg att Garants ekologiska faktiskt bara innehåller mandlar från Spanien och Italien! :)",ling0n.bsky.social,2025-08-10 08:54:51.903000+00:00,1,0,0,smoothie,0.5093,Positive,2025-08
at://did:plc:utomqors7grphriqvhiczdbr/app.bsky.feed.post/3lvzv7yeecc2r,"Canned tuna is a saviour for me. 
And eventually i gave up,  bought beef protein powder and started eating all sorts of  protein smoothies, mostly with frozen raspberries because they are not so expensive and  very rich with fiber.",thistlearts.bsky.social,2025-08-10 08:43:09.704000+00:00,0,0,0,smoothie,0.5984,Positive,2025-08
at://did:plc:uapgbbmexeaiecs4oioulspe/app.bsky.feed.post/3lvzo3dafwc2n,"Glad to at the very least have a lot of fun looking at cars and enjoying smoothies at #maw again despite the heat.

#furry

Photo creds: @Cookies_N_Mookies",hazelbutterbear.bsky.social,2025-08-10 06:35:20.305000+00:00,2,0,0,smoothie,0.8658,Positive,2025-08
at://did:plc:ehm2cbrgjswrichj3haoe2ie/app.bsky.feed.post/3lvzjex64fk2i,"Guten Morgen allerseits 
*lüftet #dasLektorat 
*fegt durch und ebenso die Terrasse 
*stellt Kaffemaschine und Wasserkocher an 
*bereitet ein großes Frühstücksbuffet vor 
*stellt Smoothies her 
*verzieht sich samt Tee in die Kuschelecke und döst noch eine Runde 

Habt einen zauberhaften Sonntag.",arisela.bsky.social,2025-08-10 05:11:12.506000+00:00,17,4,0,smoothie,-0.8316,Negative,2025-08
at://did:plc:5edt3xoggrk4o65mudb4xan7/app.bsky.feed.post/3lvzgoqfivs2j,"Why do 99% fail to lose weight? If you're still sweating in the gym or stuck on a strict diet, then you need to try this easiest 2-minute smoothie hack🍋💥 10,000+ glow-ups and counting! Ready for yours?
👉LoseWeightSmoothie.com

#SmoothieHack  #smoothies #EasyWeightLoss #GlowUp #EasyWeightLoss #GlowUp",loseweightsmoothie.bsky.social,2025-08-10 04:22:59.408000+00:00,0,0,0,smoothie,-0.477,Negative,2025-08
at://did:plc:ekbqtk5un4d6nkrktjo2k6bz/app.bsky.feed.post/3lvzg4j45vc2c,"Loving using this juicing appliance this summer except it seems just insanely wasteful?? Like I put what would be a whole grocery bag full of fruits and vegetables into one glass and the pulp in the catch is ALOT. I put it in the composter, but STILL. I may just go back to smoothies.",jpspalding.com,2025-08-10 04:12:46.303000+00:00,1,0,0,smoothie,0.5514,Positive,2025-08
at://did:plc:amudl7prewqjy42q6ldjecaw/app.bsky.feed.post/3lvzfmbz4igf2,"Kinda want to make smoothies more often, curious if anyone has some recipes or resources they like?",simontesla.chitter.xyz.ap.brid.gy,2025-08-10 04:03:53.905000+00:00,0,0,0,smoothie,0.6231,Positive,2025-08
at://did:plc:sxbfu7giy35hcpekhb7khwer/app.bsky.feed.post/3lvzek6pfib2t,"As Vick Hope and Calvin Harris surprise fans with graphic post-labour placenta picture – the

https://www.inbella.com/1198637/as-vick-hope-and-calvin-harris-surprise-fans-with-graphic-post-labour-placenta-picture-the-celebs-who-are-turning-their-afterbirth-into-artwork-pills-and-even-smoothies/

 …",inbella.bsky.social,2025-08-10 03:44:38.505000+00:00,0,0,0,smoothie,0.6124,Positive,2025-08
at://did:plc:hqzwmvjcyer4vky7yw2rwjvg/app.bsky.feed.post/3lvz3ub5swc2i,"All I wanna do is go to the shakey and see some stress-free cheeks. 

But this mutha fucka Eats six-dollar smoothies every day  . And needs three sets of clothes every season.  

I'm going to finish this drink and take my Dumb ass home",artboul.bsky.social,2025-08-10 01:09:12.506000+00:00,0,0,0,smoothie,-0.8807,Negative,2025-08
at://did:plc:vvukyxldr4vzdhisg7ccivnh/app.bsky.feed.post/3lvyywp4w5s2g,"Our new neighbors are getting a dog. Their daughter told them how I made smoothies to freeze for my pups and that they need to do that too. So I just made some to give them when they bring the dog home. In related news, Abraço will have a friend for his birthday now 😂",ashleyrodrigues.bsky.social,2025-08-10 00:16:52.805000+00:00,2,0,0,smoothie,0.5267,Positive,2025-08
at://did:plc:gphxqujhoyz74okgny2q33fs/app.bsky.feed.post/3lvyshyk2cs2r,"Does anyone ever put seaweed in green smoothies? Betcha never thought of that, eh? Trust the otter. Nods.",kaputotter.bsky.social,2025-08-09 22:21:17.205000+00:00,2,1,0,smoothie,0.5661,Positive,2025-08
at://did:plc:orlunnmjcrazggyfh55sm4ed/app.bsky.feed.post/3lvyrn3w7vk2h,"I *did* get to just type stuff out to have a conversation with my partner today after we grabbed smoothies, though. That helped to vent some steam from my brain",sunshinepoodlegirl.bsky.social,2025-08-09 22:06:14.607000+00:00,1,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:ni6cl7jipinqldoyowqlbrwp/app.bsky.feed.post/3lvyq6gfzzn27,"Placenta smoothies for £125? The rise of a strange ‘health’ trend

https://www.newsbeep.com/au/56219/

When Holly Stevens was preparing for the birth of her daughter in March, among the socks and slippers…",au-nb.bsky.social,2025-08-09 21:40:09.402000+00:00,0,0,0,smoothie,-0.2023,Negative,2025-08
at://did:plc:twjo2azi2gj235m23bsv5g7i/app.bsky.feed.post/3lvypv5nkls2s,"I have read about placenta smoothies during at least three points in my life and I cannot believe that this shit is coming around again. Foul. That's all I have to say. Oh no, I have one more thing to say, disgusting. I'm not reading the article, I don't care what's in it, that's all I need to know.",empirenine.bsky.social,2025-08-09 21:34:56.802000+00:00,0,1,0,smoothie,-0.9096,Negative,2025-08
at://did:plc:tnnault7vf23q65snusj3fbz/app.bsky.feed.post/3lvynrlagy22x,"Today is my 41st birthday.
I had a very simple day: Bought and played a new boardgame, got dinner and smoothies with the wife, and now I'm waiting for 8:30 for campaign night.",wraithstrike.bsky.social,2025-08-09 20:57:11.202000+00:00,2,1,0,smoothie,0.34,Positive,2025-08
at://did:plc:7ntnkkfvfxkyn2c3gb7eiumi/app.bsky.feed.post/3lvymxdtrxk2s,"Shit.
Come over. 

We'll go grab mango smoothies next! Leigh doesn't like mango. Shhhhh we'll drag her out and make her pick something else.",atomicdumpling.com,2025-08-09 20:42:30.611000+00:00,2,1,0,smoothie,-0.7847,Negative,2025-08
at://did:plc:3nu7byluzs372mpnq3fyldqd/app.bsky.feed.post/3lvylczfccs2y,Makes a good base for smoothies tho,coopereudaemon.bsky.social,2025-08-09 20:13:14.112000+00:00,0,0,0,smoothie,0.4404,Positive,2025-08
at://did:plc:rvaxnbmljx2k2torfbu4ti63/app.bsky.feed.post/3lvyjvrbkak2p,“We’re getting smoothies?”,museforhire69.bsky.social,2025-08-09 19:47:55.408000+00:00,0,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:rkcaenwrwfi46riotpbhllyf/app.bsky.feed.post/3lvyjsslzvs2l,"Ach, da könnte ich mich für Kaffee, Müsli und Smoothies interessieren. 
Ich probiere fast alles mindestens ein Mal.",alterebin.bsky.social,2025-08-09 19:46:16.502000+00:00,3,1,0,smoothie,0.0,Neutral,2025-08
at://did:plc:rmp3jyndbytl3hesluexs7k5/app.bsky.feed.post/3lvyiwthtnk2n,"Not eating meat happened to me on accident because I went through an autistic same foods period where I just ate the same thing every day for months when I was like 12. Then I decided everything had to be blended, like smoothies. Then I couldn't look at raw meat anymore. Then my dad got worried.",smashpocket.bsky.social,2025-08-09 19:30:36.903000+00:00,1,0,0,smoothie,-0.0772,Negative,2025-08
at://did:plc:xzbocpwcp2odpbpfq7iietj6/app.bsky.feed.post/3lvyihoowks2j,"i'm so jealous.

I'm on a diet of mashed potatoes, yogurt, protein smoothies for a while...

😭",sailorgirl2017.bsky.social,2025-08-09 19:22:08.507000+00:00,1,0,0,smoothie,-0.5095,Negative,2025-08
at://did:plc:4b66oxm3n65f7kpuoyxly5uu/app.bsky.feed.post/3lvyi5yxc5y2w,"Walmart: https://mavely.app.link/e/EwZkyCY5oTb (ad)
Personal Blender for Smoothies Juice Portable Rechargeable Mini Bullet Blenders Cup
Now $14.99 (Was $24.99)",frugalfreebies.bsky.social,2025-08-09 19:16:44.610000+00:00,0,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:vmyse6mityceshhglgx445mu/app.bsky.feed.post/3lvyhbckzub2m,"Magnesium is found in several drinks, including mineral water, soy milk, coconut milk, prune juice, green smoothies, and hot cocoa.",health.com,2025-08-09 19:00:41.603000+00:00,0,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:ch6bezujvwh7t6ricky6rwgi/app.bsky.feed.post/3lvygaaeu222s,I use dates to sweeten smoothies and  I snack on them when I want a sweet treat. Just toss a couple in the blender with the rest of your fruit ingredients. Much better for you than refined sugar. Buy them pitted…much less hassle. I prefer whole dates to date syrup but it does depend on circumstance🙂,mjvincente.bsky.social,2025-08-09 18:42:11.608000+00:00,1,0,0,smoothie,0.6059,Positive,2025-08
at://did:plc:iqh3lojg5gc2hkosje3z7ucr/app.bsky.feed.post/3lvyfortrks2k,"Someone already said this but fruit smoothies tend to be so sweet I like to add something to break it up. A bit of salt goes a long way making them better.
I'm also a big fan of yogurt over milk, especially something protein packed. But yogurt can make them too thick so a bit of water helps.",kingfacecrush.bsky.social,2025-08-09 18:32:25.307000+00:00,2,0,0,smoothie,0.9646,Positive,2025-08
at://did:plc:xfts3in6dihlzop52m63d2ti/app.bsky.feed.post/3lvyfnmz2lm2c,[14:31] Michi-FM - Now Playing: The Smoothies - There Little Fishes - listen at michifm.com,michifm.com,2025-08-09 18:31:47.204000+00:00,0,0,0,smoothie,0.2023,Positive,2025-08
at://did:plc:jrhiazkqht2txt7xiixad5v7/app.bsky.feed.post/3lvyecby2is2j,Be on the lookout for ketchup smoothies,mariopro.bsky.social,2025-08-09 18:07:33.307000+00:00,0,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:ulqgfrs6jk74v2iub73n2vxe/app.bsky.feed.post/3lvycnynyuk2d,Smoothies are my enemy because of my raw banana allergy.,remirogers.bsky.social,2025-08-09 17:38:19.507000+00:00,3,0,0,smoothie,-0.5423,Negative,2025-08
at://did:plc:mstdvj6vvzjfb5rdpnwis6fh/app.bsky.feed.post/3lvya4viiss2a,That is his retirement yes. He wears Hawaiian shirts and drinks a lot of smoothies. This is canon.,audconnelly.bsky.social,2025-08-09 16:52:58.207000+00:00,1,1,0,smoothie,0.4019,Positive,2025-08
at://did:plc:wdy737e6kzi6klizg6w3u2rk/app.bsky.feed.post/3lvy4ixh3u22y,despite the horrors I’ve been making banger pina colada smoothies lately so. At least there’s that,aaaaaavalon.bsky.social,2025-08-09 15:48:07.407000+00:00,10,1,0,smoothie,0.4585,Positive,2025-08
at://did:plc:jzf7g5bpdv2q2fx6pj6bdg5k/app.bsky.feed.post/3lvxwvkl3m22m,One last summer adventure before school starts next week! We are off to Denver on @southwest.com to watch the @thesavbananas.bsky.social 🍌⚾️ play the Firefighters and hang out with Lily’s cousins. First stop - our ritual Juiceland smoothies!,lorcanafanatics.lorcana.community,2025-08-09 14:07:49.712000+00:00,4,1,0,smoothie,0.4738,Positive,2025-08
at://did:plc:zdoq3qkxiubvohn2aazpg6d7/app.bsky.feed.post/3lvxshxvhik2r,Isn't Jason Miller the guy who killed his girlfriend's fetus by giving her a smoothies of abortion drugs?,hooladog.bsky.social,2025-08-09 12:48:36.912000+00:00,4,0,0,smoothie,-0.4767,Negative,2025-08
at://did:plc:qa2keli7fgtudkexm6tvhodh/app.bsky.feed.post/3lvxquzpspk2d,"I have to do a lot of fruit prepping for juice this weekend.

Passion fruit, mango, soursop.

There's also a bunch of bananas I harvested that ripened all at once. Their skin remains green, but the fruit is very sweet. 🌱

I will have to make smoothies or milkshakes.

What is the difference anyway?
🤔",ilistrudiepalmer.bsky.social,2025-08-09 12:20:10.105000+00:00,24,4,1,smoothie,0.7535,Positive,2025-08
at://did:plc:nuwoqeoitgkuihrpzo3jefdg/app.bsky.feed.post/3lvxmgackg72o,Prices of acai smoothies and bowls look certain to go up in the U.S. as President Donald Trump imposed 50% tariffs on Brazilian exports in July and threatened the delicate balance of supply and demand that holds the industry.,pressdemo.bsky.social,2025-08-09 11:00:15.910000+00:00,0,0,0,smoothie,-0.3612,Negative,2025-08
at://did:plc:65urnlug4cidfwr5257uw4xg/app.bsky.feed.post/3lvx6izurvs2n,you gotta wonder what they pout in the smoothies at a joint like this!,simoskunk.bsky.social,2025-08-09 06:51:19.208000+00:00,0,0,0,smoothie,0.4199,Positive,2025-08
at://did:plc:5edt3xoggrk4o65mudb4xan7/app.bsky.feed.post/3lvx3ksdbyc2j,"🍍Did you wish you found this diet hack sooner? 
Did you know losing weight can be THIS effortless? 
✨10,000+ women & men are transforming daily with this smoothie hack—effortlessly! YOU'RE NEXT!
👉GET SLIM FAST HERE: LoseWeightSmoothie.com

#SmoothieDiet #Smoothies #WeightLossJourney #diethack #diet",loseweightsmoothie.bsky.social,2025-08-09 05:58:35.809000+00:00,0,0,0,smoothie,0.2603,Positive,2025-08
at://did:plc:iojadwkrtwsenudkxyolq55c/app.bsky.feed.post/3lvwyzdfc3c25,Ketchup smoothies. Because tomato juice is too boring.,shockeddaily.bsky.social,2025-08-09 05:13:05.612000+00:00,1,0,0,smoothie,-0.3182,Negative,2025-08
at://did:plc:p4ngk6u2sisit6dqtvdmxcam/app.bsky.feed.post/3lvwxpxnkec2j,Yum cement smoothies,sleepycaffinecr.bsky.social,2025-08-09 04:49:55.107000+00:00,0,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:b2hbr575tmv6ueqkszoqnn5b/app.bsky.feed.post/3lvwwufeq622e,There was a woman who made smoothies for her husband with antifreeze.,gloomcookie.bsky.social,2025-08-09 04:34:29.710000+00:00,1,1,0,smoothie,0.0,Neutral,2025-08
at://did:plc:22jcflnbnkynvzv6x3hs3x5j/app.bsky.feed.post/3lvwvcei2rs2v,Smoothies and fruit salads you get at hotels,piegoblin.bsky.social,2025-08-09 04:06:29.706000+00:00,3,1,0,smoothie,0.0,Neutral,2025-08
at://did:plc:xsc3reudpgwbcdqkgs6oz3jm/app.bsky.feed.post/3lvwvaegpok2r,"They are in ALL the smoothies! Garbage filler fruit, no thank you!",mythbri.bsky.social,2025-08-09 04:05:22.807000+00:00,4,2,0,smoothie,0.2225,Positive,2025-08
at://did:plc:22jcflnbnkynvzv6x3hs3x5j/app.bsky.feed.post/3lvwuz775fk27,"People are a always cramming them into smoothies as of that makes them any better. If I wanted a mucilaginous smoothie, I would... nevermind, I would never want a mucilaginous smoothie",piegoblin.bsky.social,2025-08-09 04:01:22.307000+00:00,5,2,0,smoothie,0.3975,Positive,2025-08
at://did:plc:kdlq2nz2ideohbn2t7jdm4cb/app.bsky.feed.post/3lvwsgefw6c2m,"Do you like ketchup? Yes, I do! Yes, I do!
Do you like smoothie? Yes, I do! Yes, I do!
Do you like ketchup smoothies? No, I don't! 😖

www.youtube.com/watch?v=frN3...",pinkie-dawn.bsky.social,2025-08-09 03:15:05.310000+00:00,1,1,0,smoothie,0.9533,Positive,2025-08
at://did:plc:ikebo24ve7jsz5gt35ohtm46/app.bsky.feed.post/3lvwsb3ddis2h,Perfect time for smoothies,lunal.bsky.social,2025-08-09 03:12:05.615000+00:00,1,0,0,smoothie,0.5719,Positive,2025-08
at://did:plc:5o3xhad4glis55hoj3z3mtwh/app.bsky.feed.post/3lvwr5anx752p,"Portable Blender for Shakes and Smoothies - USB Rechargeable, BPA-free
50% off, DEAL price: $19.99, reg: $39.98.
Buy on Amazon ⬇️
",dealradarx.com,2025-08-09 02:52:03.814000+00:00,0,0,0,smoothie,0.1779,Positive,2025-08
at://did:plc:ghwm62njddnu2ywgyvwvda6z/app.bsky.feed.post/3lvwpf3uwq22d,"Ooh, what kind? I love smoothies ☺️",verumveritas.bsky.social,2025-08-09 02:20:39.206000+00:00,1,1,0,smoothie,0.8225,Positive,2025-08
at://did:plc:za2ezszbzyqer7eylvtgapd5/app.bsky.feed.post/3lvwln44nnc25,they’re making oil smoothies next,vozercozer.bsky.social,2025-08-09 01:13:33.007000+00:00,0,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:zwcdu6bb6dopn2jee7iooiqf/app.bsky.feed.post/3lvwj6dsvnk2s,"#QueerWritersChat

I personally love an iced coffee in the summer! I also enjoy making homemade fruit smoothies!

I think Raquel would like smoothies but she's never had one. She does like iced tea though!",stephmcollinwrites.bsky.social,2025-08-09 00:28:43.903000+00:00,5,1,0,smoothie,0.8617,Positive,2025-08
at://did:plc:azpdrzpoohkhtecrfpvweh2y/app.bsky.feed.post/3lvwiyg4lnk2s,"#QueerWritersChat I looooooove blueberry smoothies!

Wait, what’s that? My characters? Eh, they probably like cool drinks, too. Most of them don’t drink alcohol, except Shiloh, so most of them probably like some variation of smoothies or juice.",theodoresnapdragon.bsky.social,2025-08-09 00:26:11.202000+00:00,4,2,0,smoothie,0.7877,Positive,2025-08
at://did:plc:q56tvfnppxs4umxfq65yminj/app.bsky.feed.post/3lvwhvorpwk26,"When people say that billionaires should be liquidated, we don't mean that their assets should be sold off. We mean that we should blend rich people up and drink them like smoothies.",jakesactualface.bsky.social,2025-08-09 00:06:42.609000+00:00,1,0,0,smoothie,0.7783,Positive,2025-08
at://did:plc:cwxputpxavkq727n6sgqaj6s/app.bsky.feed.post/3lvwhs4pr422x,"These are good for everything - pies, cobblers, smoothies, even just on Greek yogurt for breakfast. Our local peaches are firmer and more flavorful than anything I can get in the supermarket, even in peak season. I'll probably get more next week.",brigidalverson.bsky.social,2025-08-09 00:04:46.106000+00:00,3,0,0,smoothie,0.4404,Positive,2025-08
at://did:plc:zsnrodedo3d2n63dacw6xfk5/app.bsky.feed.post/3lvwh3jpkpc2d,"chocolate is incorrect though, my answer is ""smoothies better""",bajablastenjoyer.bsky.social,2025-08-08 23:52:07.905000+00:00,5,0,1,smoothie,0.4404,Positive,2025-08
at://did:plc:okpqguol5ztkyzwywusrbgov/app.bsky.feed.post/3lvwdg376v22l,i prefer tar smoothies..,yourlocalexorcist.bsky.social,2025-08-08 22:46:24.210000+00:00,2,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:fibskyd53zsorasafyviglet/app.bsky.feed.post/3lvwcsiw6f22f,I mean I put bananas into smoothies...,purplemarsalien.bsky.social,2025-08-08 22:35:29.708000+00:00,1,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:3umh6peq5csd6bl3aamaxs5p/app.bsky.feed.post/3lvwceb4bec24,Can’t wait for cement smoothies to release in stores,rieisforrice.bsky.social,2025-08-08 22:27:33.003000+00:00,3,2,0,smoothie,0.0,Neutral,2025-08
at://did:plc:4gx5ytgmdmcn4katnqmqjvaz/app.bsky.feed.post/3lvwccbbqz22x,Same thought I had seeing that! Who the fuck decided ketchup smoothies were a good idea?,skarletkardinal.bsky.social,2025-08-08 22:26:26.012000+00:00,1,1,0,smoothie,-0.2244,Negative,2025-08
at://did:plc:vd44v7yw4qilzw4vx5r7xlyq/app.bsky.feed.post/3lvwcc6fhv22n,If ketchup smoothies can exist then so should cement smoothies,thebrainrotgotme.bsky.social,2025-08-08 22:26:22.805000+00:00,34,5,3,smoothie,0.0,Neutral,2025-08
at://did:plc:sqscqusgsn3wxg26jjtjzjhq/app.bsky.feed.post/3lvwbvjhgns26,Work bestie just pointed out that we DO drink bananas in smoothies. I hadn't thought of it that way.,tuphlos.bsky.social,2025-08-08 22:19:17.606000+00:00,2,2,0,smoothie,0.0,Neutral,2025-08
at://did:plc:zi67myxu4oertque5iylubgr/app.bsky.feed.post/3lvwbiapcg22v,"Grüne Smoothies. Dann wird man so.  Schlau und emphatisch.
Solltest du vielleicht auch mal probieren. Schlau sein ist gar nicht so schlecht.
Danke mir hinterher.",notlicht139.bsky.social,2025-08-08 22:11:52.508000+00:00,2,0,0,smoothie,0.0,Neutral,2025-08
at://did:plc:bxjlk4377kwu6a2aw5quetzo/app.bsky.feed.post/3lvwasdqjb22q,"I wish someone would give me a few thousand to be wrong on stuff. So they don’t need to spend billions for the theft-slop machine.
I can praise you chosen savior of mankind, the moon is made out of cheese btw, 2 plus 2 is totally 22, and bleach is great in smoothies. 🤗

See I am born for this role!",seraphsriddle.bsky.social,2025-08-08 21:59:37.611000+00:00,4,0,0,smoothie,0.8221,Positive,2025-08
