authorMeta.avatar,authorMeta.name,text,diggCount,shareCount,playCount,commentCount,collectCount,videoMeta.duration,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,createTimeISO,webVideoUrl
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/282b9bb2ac627bc005f41bf132a32db7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=fe40ebe0&x-expires=1755979200&x-signature=Tykjq7C6fuzJFkaJqmBWDbevEYA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,danna_mei,"Mango smoothie recipe💛🥭✨

- 1 large frozen banana
- mango (fresh or frozen)
- ice cubes 
- orange juice
- milk (i use almond milk)
- 1 tsp turmeric 

Enjoy!😋✨

#healthy #healthylifestyle #smoothie#smoothieideas#mangosmoothie  ",1100000,35400,12600000,2324,262400,13,People (Sped Up),Libianca & sped up + slowed,FALSE,2023-03-28T18:36:13.000Z,https://www.tiktok.com/@danna_mei/video/7215667761001860358
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/71863310e2cdcbd182d0d543f79873cd~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=65d432b3&x-expires=1755979200&x-signature=cBh3BYnOORJcxZzG%2B1wVdOOeJ4k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,emilygracecote,How to make super THICK + CREAMY smoothies / #smoothiebowl /#nicecream #smoothie #vegan #veganrecipes #healthyrecipes #vitamix #healthy,2400000,150400,15100000,8019,256600,43,Buttercup,Jack Stauber,FALSE,2020-01-01T16:37:58.000Z,https://www.tiktok.com/@emilygracecote/video/6777014620386364678
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8da9d236d855be49c900c08927d7102c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=04281b0e&x-expires=1755979200&x-signature=ZLVt9VPjOChNYCR3ErpdNLxi6g8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,forever.amariee,"we have smoothies at home series continues with this 3 ingredient recipe. ingredients include orange juices strawberries and mangoes ✨🤍

it’s honestly getting to hot to drink anything else. . . 

#healthysmoothie #fyp #smoothies #ninjablender #smoothierecipe ",8858,777,104100,70,2578,62,All Yours,318tae,FALSE,2025-05-15T17:49:23.000Z,https://www.tiktok.com/@forever.amariee/video/7504730991827701034
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/a5fc8addc17120d72735e9516c245068~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=41a7dea8&x-expires=1755979200&x-signature=VM6WEwxDHtHFsTRuVzuMoIx1glU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,cookingwithcarter,Fruit Smoothie today! 🍌 🍓 🥭 @nutribullet #food #toddler #toddlersoftiktok #cooking #smoothie #fyp #gordonramsay #cookingwithcarter #cookinghacks #kids #chef #cheflife #masterchef #nutribullet ,583100,112400,3900000,5530,28300,103,original sound,Cooking with Carter,TRUE,2024-11-03T11:29:44.000Z,https://www.tiktok.com/@cookingwithcarter/video/7433013752099769632
https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a2be1b37e5fdf6b423805407a2c2196e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=11fba911&x-expires=1755979200&x-signature=jf6%2BJBlDjuQzD5lC25qV2Cg4U5Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,benjigreenn,trying the ketchup smoothie ##fyp,352900,84100,3600000,3770,22100,67,original sound,benji,TRUE,2025-08-08T21:11:44.000Z,https://www.tiktok.com/@benjigreenn/video/7536325382560173326
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/48ec80446f9eccbb31c79c6bdc162ecb~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=887d06c0&x-expires=1755979200&x-signature=nBWEgEn%2BSF1PZzqCMfQoG2HWkeU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,lalakenn,"Tropical smoothie using my secret ingredient 🤫
Strawberries
Pineapple 
Raspberries 
Half banana 
Concentrated orange juice
Water
Perfect for a hot summer day!!
#smoothie #smoothierecipe #summervibes #summersmoothie #tropical #tropicalfruit ",18900,2078,866500,77,11400,23,Don't Wanna Sleep,Swif7,FALSE,2023-05-10T18:18:41.000Z,https://www.tiktok.com/@lalakenn/video/7231619843882011947
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7337738639226437675~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=b45dafdc&x-expires=1755979200&x-signature=HfXbey%2BdlqQlP0r1u4EfoQMq7P4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,samdoesherbest,"head to samdoesherbest.com for all 5 HEALTHY SMOOTHIE RECIPES!  if you’re guilty of wasting way too much money buying your smoothies out (same…), I highly recommend you give this incredibly quick and EASY smoothie a try. just 4 simple ingredients, plus a scoop of protein powder if you’d like an extra protein boost! here’s what you’ll need to make it:

· 1 frozen banana
· 1/2 cup frozen strawberries
· 1 tablespoons peanut butter or almond butter
· 1 cup milk (I used almond milk)

#healthyrecipes #healthyliving #plantbased #smoothies ",143700,6652,3000000,554,52800,18,Messy,Lola Young,FALSE,2025-01-03T20:04:31.000Z,https://www.tiktok.com/@samdoesherbest/video/7455782590360980779
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f06cd8adf65fdd2b42e0f13b1bbf503d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3cd346ad&x-expires=1755979200&x-signature=UdwuQ831Ex3N8radZPaHyNzHp0k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,ktrivz,"high protein strawberry smoothie 🍓

350cals 36g P / 14g F / 21g C

1cup frozen strawberry
1tbsp of natural peanut butter 
1cup of almond milk 
1-1.5 scoops of vanilla protein powder, i use @Clean Simple Eats 

#highproteinmeals #smoothie #smoothierecipe #proteinshake #highproteinsmoothie #highproteinsmoothie ",36300,2455,1200000,293,24700,28,original sound,🤍🥥S•phia🐚🍨,TRUE,2024-06-17T20:55:07.000Z,https://www.tiktok.com/@ktrivz/video/7381578621028273414
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/a16ab80510883e1d01b88c86a9fa875f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c6b0da3f&x-expires=1755979200&x-signature=EbhyA65GlIFt8o1q0TWJpKCnPsA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,fenitas.nl,How to make the perfect THICK smoothie bowl #smoothie #recipe #nicecream ,205700,4799,3600000,741,38600,27,Sunset,Tobias Bergson,FALSE,2024-04-22T15:36:22.000Z,https://www.tiktok.com/@fenitas.nl/video/7360715701176306977
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/91cb15fb73007f60bd218931cd643822~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=098a6786&x-expires=1755979200&x-signature=YePpc%2BGykMij30JMLE1sypnCPPo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,nicolinanatt,and it has 25g of protein😌 the key is to underestimate how much liquid you need and add more as you go and do NOT add ice. thank me later. #smoothierecipe #healthyrecipes #highprotein #healthyliving ,574500,9296,4100000,707,92600,34,Bed Chem,Sabrina Carpenter,FALSE,2025-02-14T19:40:41.000Z,https://www.tiktok.com/@nicolinanatt/video/7471361969673538858
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2c743e4837bfd1f8cb701483389240a0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=052f8866&x-expires=1755979200&x-signature=s%2BbmKxUb3X7S0WvcupMaTDuANoE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,ingytheresa,"the most refreshing smoothie for summer 😍

Ingredients:
1 1/2 cups frozen strawberries + 1/2 cup orange juice
1 1/2 cups frozen pineapples + 1/2 cup orange juice 

#smoothie #smoothiebowl #easysmoothie #fyp #breakfastideas #caloriedeficit ",54400,5456,1200000,480,32600,22,Praise Jah In The Moonlight,YG Marley,FALSE,2024-04-14T18:14:46.000Z,https://www.tiktok.com/@ingytheresa/video/7357787780845554986
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f0a31eac8008c05c4eb30eabfa56bbe8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=493a773a&x-expires=1755979200&x-signature=urORLoe%2B8BvXp2mucDTF32qojSg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,justin_andersonfit,"High Calorie 🍓Strawberry Banana🍌 Smoothie: 1028 Calories/73g Protein. The perfect smoothie if you are trying to put on some weight

Ingredients:

1/2 cup oats (blend first)
3/4 cup frozen strawberries 
1 frozen banana
1 cup whole milk
1.5 scoop vanilla protein
2 tbsp peanut butter
3/4 cup greek yogurt 
1.5 tbsp honey
Ice

#smoothie #highcalorie #bulking #gym #weightgain ",55900,7318,1400000,497,46000,22,original sound,justin_andersonfit,TRUE,2024-10-16T01:56:18.000Z,https://www.tiktok.com/@justin_andersonfit/video/7426186456940530987
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/90a7fc139971daa05c0660f7ef21d826~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f8142b8d&x-expires=1755979200&x-signature=CQ3mCaDihl8ThOiorISPNVtYDLE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,smoothie_guy,"Get more AMAZING smoothie recipes by joining the 21-day Smoothie Diet challenge! Lose weight, reduce bloating, improve skin, increase energy levels and feel your best! LINK IN MY BIO! 👀 💚

Satisfy your cravings guilt-free with my Strawberry Milkshake Smoothie! 🍓 This creamy blend of frozen strawberries, banana, chia seeds, Greek yogurt, and almond milk is a tasty treat that supports weight loss goals. With just 335 calories, it's packed with 22g of protein and 11g of fiber to keep you feeling full and satisfied longer.

Recipe:
- 1 cup frozen strawberries
- 1 ripe banana
- 1 tbsp chia seeds (soaked)
- 1/2 cup Greek yogurt
- 1 cup favorite milk

Total calories: 335

C: 61g | P: 22g | F: 11g | Fiber: 11g

#smoothierecipe #weightloss #healthy #healthyrecipe #strawberrymilkshake ",276600,27000,9200000,1199,165500,10,original sound,The Smoothie Guy,TRUE,2024-05-06T19:49:58.000Z,https://www.tiktok.com/@smoothie_guy/video/7365976250235505953
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/31274b98168b4a164d619f2b19d6254c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=fe444dae&x-expires=1755979200&x-signature=jYePpPQ8NBVEwRzsbphxZ9TnOJE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,stephanieprosa,The smoothie on replay all week! #ProteinSmoothie #Smoothie #healthyrecipes ##kitchen,6959,671,254900,63,5146,59,MILLION DOLLAR BABY (VHS),Tommy Richman,FALSE,2024-05-29T19:01:53.000Z,https://www.tiktok.com/@stephanieprosa/video/7374497958370299167
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/d3bee00578a26243f18cfb8645f0f6e7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d2ff8413&x-expires=1755979200&x-signature=DXtTrT8EoHjGjv8BoyretIf8B6w%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,allthings_bella,"Replying to @Sheria2022 hands down one of my faveeeee smoothies & even better when I make it myselffff

Ingredients 
•1 cup pineapple 
•1 cup strawberries 
•1 tablespoon agave 
•1 tablespoon coconut cream 
•1 tablespoons white chocolate 
•coconut water 

#smoothie #smoothierecipe #breakfastsmoothie  ",53800,11300,774700,373,27100,21,Long way 2 go 2006,2000s90sMusicLover,TRUE,2025-06-02T22:18:12.000Z,https://www.tiktok.com/@allthings_bella/video/7511479751803030814
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/f4f06c66e00f0f20142c5a934cb2a5f6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=54a1b1d1&x-expires=1755979200&x-signature=VzoNaYuEZXKS0GcA9Q7hgQC7UEk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,kels_fit,"MANGO DREAM SMOOTHIE 😍

Only THREE ingredients y’all!! Tastes soooo refreshing especially during the hot summer months! 

2 cups frozen mango 
1 cup almond milk (or milk of choice) 
1/3 cup vanilla Greek yogurt 
**blend together then line the cup with some Greek yogurt and enjoy! 

#smoothie #smoothierecipe #summer #summerdrinks #yummy #healthy #healthyrecipe #foodie #fyp ",6969,376,149800,22,2481,11,original sound,★ JVL1P ★,TRUE,2025-07-03T21:39:04.000Z,https://www.tiktok.com/@kels_fit/video/7522973318354406687
https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6ec05bf397a4a172cfce9816e3115061~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=400f7935&x-expires=1755979200&x-signature=uM%2BKMKlk1mkwkaoVpyubuC%2F0A3Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,mikaylanogueira,SMOOTHIES WITH MIKAYLA 😂 #smoothie #smoothierecipe #food #healthyliving #recipe ,191900,2728,2200000,1552,21000,126,original sound,Mikayla Nogueira,TRUE,2024-04-19T18:52:20.000Z,https://www.tiktok.com/@mikaylanogueira/video/7359652845672484138
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/91cb15fb73007f60bd218931cd643822~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=098a6786&x-expires=1755979200&x-signature=YePpc%2BGykMij30JMLE1sypnCPPo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,nicolinanatt,"makes me miss summer🥹 recipe below! 

pineapple whip protein smoothie🍍
-coconut water (start with w a little and add more as you go)
-a quarter frozen banana 
-1 cup frozen pineapple
-1 serving vanilla protein powder
-splash of maple syrup  

#dolewhip #pineapple #smoothietok #proteinshake #highproteinmeals #smoothie #smoothierecipe ",307600,15400,2200000,482,88400,46,original sound,ur mom <3,TRUE,2025-02-17T04:09:43.000Z,https://www.tiktok.com/@nicolinanatt/video/7472235286991260974
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/032827405272bd316e2f596c506b78f1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=784c9299&x-expires=1755979200&x-signature=3BQM%2Bo3ehfumR6ex7e%2BSlFVj4QI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,tofuchick,"HOW TO MAKE THE BEST SMOOTHIES!!
#smoothie #vegan #fruit #snack #healthyrecipes #recipes #plantbased #food #foryou #foryoupage #fyp ",40100,1273,469500,228,14500,82,original sound,𝙇𝙭𝙪𝙞𝙨𝙨𝙤𝙪𝙣𝙙𝙯 🫶🏻,TRUE,2025-03-29T14:58:51.000Z,https://www.tiktok.com/@tofuchick/video/7487245963669589294
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/91cb15fb73007f60bd218931cd643822~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=098a6786&x-expires=1755979200&x-signature=YePpc%2BGykMij30JMLE1sypnCPPo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,nicolinanatt,"tropical greens smoothie🥭🥬🥥

ingredients
-splash coconut water 
-1/2 cup mango 
-1/2 cup pineapple
-1/2 packet of coconut 
-1 cup spinach 
-1 serving vanilla or coconut protein powder 

#smoothie #smoothietok #healthyrecipes #healthyeating #tropicalsmoothie #proteinshake ",19600,332,215600,68,5355,42,original sound,worstbvior,TRUE,2025-02-25T03:47:49.000Z,https://www.tiktok.com/@nicolinanatt/video/7475198352737439018
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/3a7036983dbb7ee22855196b8076b2b8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=942a6e19&x-expires=1755979200&x-signature=R9EXJirbd4oaBAGTXPMHyhGkxy4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,stephkawaja,Tried and true! #healthyfood #smoothiebowl #fitnessjourney #healthy,112300,1705,3300000,418,35600,23,original sound,carneyval,TRUE,2022-04-25T19:22:27.000Z,https://www.tiktok.com/@stephkawaja/video/7090623980276632837
https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6b2100e96c184c4d8198eb9ddf3dbca6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=7260f853&x-expires=1755979200&x-signature=2V2mJQz%2Bg9ImfytUMkRIXtUEbmM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,katelym,finally tried the viral smoothies from main squeeze in santa monica ⭐️ if u go pls be kind and patient with the two hardworking ppl pumping these out for everyone #santamonica ,50800,8512,482800,121,7464,10,original sound - .,lcsted,TRUE,2025-08-17T02:31:56.000Z,https://www.tiktok.com/@katelym/video/7539376525490064654
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/099ba4ebf0680fa9676cdb1ee51f4583~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=28119e5e&x-expires=1755979200&x-signature=TiJyViKAtJTAYc09PaIJbf4KCeo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,nadiatsvyk,Healthy smoothie 🫐🍌🍓#smoothie #fyp #viral #recipe #recipe #foryou #foryoupage,1700000,141800,41800000,5487,295300,24,πρωτότυπος ήχος,Μαρίνα Σπανού,TRUE,2025-04-05T18:43:50.000Z,https://www.tiktok.com/@nadiatsvyk/video/7489901673469512983
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/282b9bb2ac627bc005f41bf132a32db7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=fe40ebe0&x-expires=1755979200&x-signature=Tykjq7C6fuzJFkaJqmBWDbevEYA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,danna_mei,"Mango smoothie recipe💛🥭✨

- 1 large frozen banana
- mango (fresh or frozen)
- ice cubes 
- orange juice
- milk (i use almond milk)
- 1 tsp turmeric 

Enjoy!😋✨

#healthy #healthylifestyle #smoothie#smoothieideas#mangosmoothie  ",1100000,35400,12600000,2328,262300,13,People (Sped Up),Libianca & sped up + slowed,FALSE,2023-03-28T18:36:13.000Z,https://www.tiktok.com/@danna_mei/video/7215667761001860358
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8da9d236d855be49c900c08927d7102c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=04281b0e&x-expires=1755979200&x-signature=ZLVt9VPjOChNYCR3ErpdNLxi6g8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,forever.amariee,"we have smoothies at home series continues with this 3 ingredient recipe. ingredients include orange juices strawberries and mangoes ✨🤍

it’s honestly getting to hot to drink anything else. . . 

#healthysmoothie #fyp #smoothies #ninjablender #smoothierecipe ",8858,777,104100,70,2578,62,All Yours,318tae,FALSE,2025-05-15T17:49:23.000Z,https://www.tiktok.com/@forever.amariee/video/7504730991827701034
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/7086d01e8f4dce075f4f9cd36055e114~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=50b6dc4f&x-expires=1755979200&x-signature=NyhlUyC%2FFo409intCnLmcte4Tws%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,ziploctheoriginal,"Just to make this perfectly clear, we DON’T recommend making them this way 😂 

Save your Ziploc® Brand Bags for freezing your fruit! 🍓 

#Ziploc #smoothie #smoothierecipe #smoothiehacks #easyrecipe #funny ",1105,86,112400,104,232,13,Funny lazy donkey (hilarious song)(937200),LEOPARD,FALSE,2025-04-01T21:00:27.000Z,https://www.tiktok.com/@ziploctheoriginal/video/7488452405567163690
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8da9d236d855be49c900c08927d7102c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=04281b0e&x-expires=1755979200&x-signature=ZLVt9VPjOChNYCR3ErpdNLxi6g8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,forever.amariee,"✨🥥🥭💓. 3 simple ingredient smoothie that’s hydrating & packed with nutrients 

pink dragon fruit
mangos 
coconut water 

more recipes can be found in my ebook linked in bio 

#fyp #healthysmoothie #smoothies #ninjablender #smoothierecipes #",932500,84500,5000000,1103,152200,66,30 For 30 (with Kendrick Lamar),SZA,FALSE,2025-01-24T22:58:15.000Z,https://www.tiktok.com/@forever.amariee/video/7463620086759165215
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/c69d2269271400934dac91d073eef43d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=12afa3b0&x-expires=1755979200&x-signature=uA5QeaRW9iZi41PSKxEv0dv4EeA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,naturalrecipes369,One of my favorites weight loss smoothies 🤤🥤 #smoothie #naturalremedies #remedy #recipes #recipe #weigthloss ,165100,56800,6200000,2218,82200,69,Epic Music(863502),Draganov89,FALSE,2024-06-11T22:25:36.000Z,https://www.tiktok.com/@naturalrecipes369/video/7379375254453407006
https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/be1b4abae6c4e5cc2a6ab093ddcda60a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=2e2a2712&x-expires=1755979200&x-signature=3bV8MkHJAy%2FARb5zRIbc4ZDwSdQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,motywatordietetyczny,#koktajle #zdroweodżywianie #zdroweprzepisy #szybkieprzepisy #desery #smoothie #dietetycznie ,2423,503,108600,10,1927,12,Run Away,Ian Storm & Ron van den Beuken & Menno,FALSE,2023-05-07T17:14:26.000Z,https://www.tiktok.com/@motywatordietetyczny/video/7230490061328960795
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c17afb816aaffcf6168f86bceea651c6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=c3bb6390&x-expires=1755979200&x-signature=S749CIFCxINwe0i27c5WBWlTwZU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,wefoodieyoutube,"The Fruit Smoothie Shop Most Loved by Customers in Pattaya Night Market

Her shop is located in the most famous night market in Pattaya. She has many customers, and her fruit smoothies are very affordable, starting at 25 Thai Baht.

Business Hours: 5 PM -10 PM Open Everyday 
Price: 25 THB / 0.69 USD (Watermelon Smoothie)
Address: Thepprasit Night Market, Pattaya 

#thailand #thaistreetfood #fruitsmoothie ",4050,2753,333900,82,2349,77,original sound - wefoodie,wefoodie,TRUE,2023-10-16T06:54:51.000Z,https://www.tiktok.com/@wefoodieyoutube/video/7290446221263654149
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/fc8d9c369dcc56cf2863269107473727~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a5986272&x-expires=1755979200&x-signature=wBvaZRfioW7XQQzp45abwcYXzB8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,fitfoodieselma,"5-ingredient Healthy Strawberry Smoothie😍 about 25g protein per serving & no protein powder! This smoothie is super creamy and yummy😋  A great breakfast or snack idea!
•
More recipes in my Ebooks which have 180 healthy & easy recipes, link in my profile🥰
•
Ingredients for two servings:
2 cups frozen strawberries (320 g)
1 frozen banana
1 1/2 cups high-protein Greek yogurt, the yogurt I use contains 13g protein per 100g (360 ml / 375g)
1/2 cup milk of choice (120 ml)
1 teaspoon vanilla extract
•
1. Add all the ingredients into a blender and mix until smooth
•
•
•
#healthysmoothie #smoothierecipe #easybreakfast #easybreakfastideas #highproteinbreakfast ",6343,505,156400,29,3807,11,Gioventu' di notte - Seq. 4,Piero Piccioni,FALSE,2025-07-30T15:03:01.000Z,https://www.tiktok.com/@fitfoodieselma/video/7532890641794141462
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/90a7fc139971daa05c0660f7ef21d826~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f8142b8d&x-expires=1755979200&x-signature=CQ3mCaDihl8ThOiorISPNVtYDLE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,smoothie_guy,"Get more AMAZING smoothie recipes by joining the 21-day Smoothie Diet challenge! Lose weight, reduce bloating, improve skin, increase energy levels and feel your best! LINK IN MY BIO! 👀 💚

Satisfy your cravings guilt-free with my Strawberry Milkshake Smoothie! 🍓 This creamy blend of frozen strawberries, banana, chia seeds, Greek yogurt, and almond milk is a tasty treat that supports weight loss goals. With just 335 calories, it's packed with 22g of protein and 11g of fiber to keep you feeling full and satisfied longer.

Recipe:
- 1 cup frozen strawberries
- 1 ripe banana
- 1 tbsp chia seeds (soaked)
- 1/2 cup Greek yogurt
- 1 cup favorite milk

Total calories: 335

C: 61g | P: 22g | F: 11g | Fiber: 11g

#smoothierecipe #weightloss #healthy #healthyrecipe #strawberrymilkshake ",276600,27000,9200000,1195,165500,10,original sound,The Smoothie Guy,TRUE,2024-05-06T19:49:58.000Z,https://www.tiktok.com/@smoothie_guy/video/7365976250235505953
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0d00e0a13dc77e508a469b992a429b1d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d3cc8e64&x-expires=1755979200&x-signature=b2eh4iwRY7S6BoNe4sQrn0nQ9S0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,smoothieflip,scrumptious 😩 #fyp #smoothie #smoothiebowl,622800,36600,12900000,3308,168600,20,original sound,kaden,TRUE,2024-06-06T21:05:31.000Z,https://www.tiktok.com/@smoothieflip/video/7377499361011371307
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5ce87caf3424acf1df76867f7d6d8f68~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=87001126&x-expires=1755979200&x-signature=YKG4CkzeP1XRyjL5b6NAootN8pw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,kristline__,Make breakfast smoothie with me,101800,1396,1600000,754,5162,72,Lavender Cappuccino,Muspace Lofi,FALSE,2024-04-01T18:33:50.000Z,https://www.tiktok.com/@kristline__/video/7352968613915233582
